USC00205073,04-10-1980,45.9511,-86.2514,182.9,5.6
USC00408873,20-04-1922,36.4167,-83.55,406,15
RSM00031235,13-11-1985,55.33,134.5,318,-9.4
USC00473214,15-06-1947,43.7667,-89.3,235,21.7
CA005041530,08-06-1972,50.4,-98.55,250,23.9
USC00459185,01-07-1958,45.8167,-121.4,627.9,26.1
CA001141455,11-11-2004,49.3,-117.6333,496,7.7
USC00205073,10-10-1980,45.9511,-86.2514,182.9,15
GMM00010253,27-04-1986,52.967,11.133,17,16.1
KE000063820,25-09-1981,-4.033,39.617,55,29
RSM00031235,26-11-1985,55.33,134.5,318,-13.4
USC00353445,26-08-1971,42.4244,-123.3236,283.5,34.4
SWE00136405,08-03-1993,60.48,15.43,140,2.7
CA006158875,02-02-2001,44.1167,-77.5333,86,0.6
USC00164674,30-06-2016,29.9592,-91.7108,6.1,31.7
CA001117215,02-12-2001,50.7333,-122.2333,244,2.5
CHM00052203,07-06-1988,42.817,93.517,739,32.7
USC00465875,26-08-1989,37.9892,-80.68,975.4,24.4
USC00022787,05-02-1968,33.6,-114.5333,98.1,23.3
USW00012928,31-01-1985,27.5,-97.8167,17.1,18.9
USW00014891,30-06-1951,40.8203,-82.5178,394.7,21.1
AUM00011155,09-05-1985,47.817,13.717,1620.1,7
USC00244558,28-04-1919,48.3042,-114.2636,901.3,19.4
USC00248957,03-09-1945,46.9878,-104.1567,821.7,36.7
USR0000CMIO,25-03-2009,36.2314,-118.8689,586.1,19.4
USC00408873,02-04-1922,36.4167,-83.55,406,17.8
RSM00031235,20-11-1985,55.33,134.5,318,-11.9
JA000047809,27-02-2002,33.65,130.699,38,11.3
CA001036570,13-12-1934,50.5333,-127.65,3,7.2
CA001108446,23-09-1968,49.3,-123.1167,3,17.2
USC00057296,03-08-2004,40.7022,-105.7106,2347,31.1
FI000007501,20-12-1913,67.3678,26.6328,179,-3
USC00390701,09-04-1961,45.5286,-102.465,847.3,14.4
SWE00136405,15-03-1993,60.48,15.43,140,11.6
KE000063820,24-09-1981,-4.033,39.617,55,29
USC00248957,23-09-1945,46.9878,-104.1567,821.7,16.1
USC00410923,23-05-1984,33.6403,-96.1661,180.4,30
USC00369131,07-03-1947,40.6031,-79.5667,251.5,3.9
CA004074640,08-05-1983,53.2833,-104.3333,375,16
USC00240780,25-10-1914,45.8325,-109.9511,1249.7,18.3
CA003074320,08-06-1973,55.7167,-116.95,623,15
USC00251684,18-10-2016,40.5208,-98.0536,545,25.6
USC00242827,06-03-1994,48.8978,-115.0644,771.8,6.7
CA001117215,04-12-2001,50.7333,-122.2333,244,7
USW00013984,14-12-1917,39.5514,-97.6508,447.8,-14.4
CA006166800,28-02-1945,44.6,-77.4167,195,0
SAM00040362,25-04-2004,29.626,43.491,449.3,29.5
FI000007501,16-12-1913,67.3678,26.6328,179,-3
CA006166800,06-02-1945,44.6,-77.4167,195,-5
AUM00011155,29-05-1985,47.817,13.717,1620.1,12.1
USC00353445,15-08-1971,42.4244,-123.3236,283.5,30.6
USC00353445,20-08-1971,42.4244,-123.3236,283.5,33.3
